"Begin Time - msec","End Time - msec","Duration - msec","RH_phase","File","File Path"
47977,48906,929,"retr","antwerp3a_run2_segm.eaf"
52781,53386,605,"prep","antwerp3a_run2_segm.eaf"
53386,54886,1500,"stroke","antwerp3a_run2_segm.eaf"
54886,55696,810,"retr","antwerp3a_run2_segm.eaf"

1382,3510,2128,"stroke","antwerp3b_run1_segm.eaf"
3510,4617,1107,"hold","antwerp3b_run1_segm.eaf"
4617,6191,1574,"stroke","antwerp3b_run1_segm.eaf"
6191,6805,614,"retr","antwerp3b_run1_segm.eaf"
6805,10936,4131,"rest","antwerp3b_run1_segm.eaf"
11617,12914,1297,"prep","antwerp3b_run1_segm.eaf"
12914,15617,2703,"stroke","antwerp3b_run1_segm.eaf"
15617,18687,3070,"hold","antwerp3b_run1_segm.eaf"
18687,22137,3450,"stroke","antwerp3b_run1_segm.eaf"
22137,23553,1416,"prep","antwerp3b_run1_segm.eaf"
23553,30997,7444,"stroke","antwerp3b_run1_segm.eaf"
30997,31623,626,"prep","antwerp3b_run1_segm.eaf"
31623,34357,2734,"stroke","antwerp3b_run1_segm.eaf"
34357,35266,909,"prep","antwerp3b_run1_segm.eaf"
35266,35987,721,"stroke","antwerp3b_run1_segm.eaf"
35987,36901,914,"retr","antwerp3b_run1_segm.eaf"
39149,39461,312,"prep","antwerp3b_run1_segm.eaf"
39461,40863,1402,"stroke","antwerp3b_run1_segm.eaf"
40863,42000,1137,"hold","antwerp3b_run1_segm.eaf"
42000,45038,3038,"stroke","antwerp3b_run1_segm.eaf"
45038,45616,578,"prep","antwerp3b_run1_segm.eaf"
45616,47805,2189,"stroke","antwerp3b_run1_segm.eaf"
47805,53525,5720,"hold","antwerp3b_run1_segm.eaf"
53525,55129,1604,"stroke","antwerp3b_run1_segm.eaf"
55129,55685,556,"retr","antwerp3b_run1_segm.eaf"

2447,4305,1858,"stroke","antwerp3b_run2_segm.eaf"
4305,7547,3242,"hold","antwerp3b_run2_segm.eaf"
7547,9463,1916,"stroke","antwerp3b_run2_segm.eaf"
9463,9800,337,"prep","antwerp3b_run2_segm.eaf"
9800,10757,957,"stroke","antwerp3b_run2_segm.eaf"
10757,11157,400,"retr","antwerp3b_run2_segm.eaf"
